"member_casual","duration_bucket","start_day_of_week","start_hour","total_rides","avg_duration"
"casual","5–10 min","Sunday",21,2342,7.44118719046149
"casual","5–10 min","Sunday",22,1996,7.41169444725126
"casual","5–10 min","Sunday",23,1350,7.32836719741645
"casual","10–15 min","Monday",0,485,12.1458382817068
"casual","10–15 min","Monday",1,286,12.2231914336309
"casual","10–15 min","Monday",2,229,12.283272562086
"casual","10–15 min","Monday",3,117,12.0410831908215
"casual","10–15 min","Monday",4,84,12.1318152778205
"casual","10–15 min","Monday",5,184,12.0210713766407
"casual","10–15 min","Monday",6,577,12.149688936912
"casual","10–15 min","Monday",7,1177,12.1919831066691
"casual","10–15 min","Monday",8,1489,12.2291333781677
"casual","10–15 min","Monday",9,1203,12.1915017317721
"casual","10–15 min","Monday",10,1410,12.2703614775058
"casual","10–15 min","Monday",11,1744,12.313083486218
"casual","10–15 min","Monday",12,2175,12.3257865593662
"casual","10–15 min","Monday",13,2409,12.2904724020936
"casual","10–15 min","Monday",14,2528,12.3504015163939
"casual","10–15 min","Monday",15,3020,12.3066935098934
"casual","10–15 min","Monday",16,3875,12.2870395483632
"casual","10–15 min","Monday",17,4580,12.2464413901266
"casual","10–15 min","Monday",18,4131,12.2982235132219
"casual","10–15 min","Monday",19,3091,12.295303736617
"casual","10–15 min","Monday",20,2196,12.2717521326988
"casual","10–15 min","Monday",21,1615,12.2574353353847
"casual","10–15 min","Monday",22,1037,12.3142326261406
"casual","10–15 min","Monday",23,569,12.1455789689858
"casual","10–15 min","Tuesday",0,359,12.2317370009622
"casual","10–15 min","Tuesday",1,223,12.0855748878466
"casual","10–15 min","Tuesday",2,103,12.0653260514188
"casual","10–15 min","Tuesday",3,51,12.0917307188308
"casual","10–15 min","Tuesday",4,97,12.2817580756863
"casual","10–15 min","Tuesday",5,239,12.1256188283904
"casual","10–15 min","Tuesday",6,660,12.0259531564905
"casual","10–15 min","Tuesday",7,1435,12.1267099535424
"casual","10–15 min","Tuesday",8,1848,12.1718490260547
"casual","10–15 min","Tuesday",9,1120,12.1391004910746
"casual","10–15 min","Tuesday",10,1123,12.2812170080418
"casual","10–15 min","Tuesday",11,1300,12.210772256408
"casual","10–15 min","Tuesday",12,1617,12.2361354874621
"casual","10–15 min","Tuesday",13,1795,12.2881875301249
"casual","10–15 min","Tuesday",14,1953,12.2272415685133
"casual","10–15 min","Tuesday",15,2527,12.314557334204
"casual","10–15 min","Tuesday",16,3832,12.2393133785786
"casual","10–15 min","Tuesday",17,4864,12.3129586073978
"casual","10–15 min","Tuesday",18,4319,12.3057439376103
"casual","10–15 min","Tuesday",19,2892,12.2353147648883
"casual","10–15 min","Tuesday",20,2060,12.283914684472
"casual","10–15 min","Tuesday",21,1800,12.2410562963243
"casual","10–15 min","Tuesday",22,1222,12.2272589606596
"casual","10–15 min","Tuesday",23,646,12.3127023994185
"casual","10–15 min","Wednesday",0,354,12.2953404897463
"casual","10–15 min","Wednesday",1,209,12.0503995214543
"casual","10–15 min","Wednesday",2,114,11.8876630116624
"casual","10–15 min","Wednesday",3,60,12.1362033334706
"casual","10–15 min","Wednesday",4,71,12.161426055991
"casual","10–15 min","Wednesday",5,247,12.0692346155402
"casual","10–15 min","Wednesday",6,685,12.0840273235256
"casual","10–15 min","Wednesday",7,1496,12.1526777517562
"casual","10–15 min","Wednesday",8,1896,12.1062241736658
"casual","10–15 min","Wednesday",9,1210,12.2120957575587
"casual","10–15 min","Wednesday",10,1143,12.2132308981932
"casual","10–15 min","Wednesday",11,1687,12.2336662221629
"casual","10–15 min","Wednesday",12,1949,12.2840961262265
"casual","10–15 min","Wednesday",13,2032,12.2776065207099
"casual","10–15 min","Wednesday",14,2180,12.2790699541441
"casual","10–15 min","Wednesday",15,2907,12.316611420731
"casual","10–15 min","Wednesday",16,4330,12.2865945111576
"casual","10–15 min","Wednesday",17,5581,12.2965041241039
"casual","10–15 min","Wednesday",18,5009,12.3035571171597
"casual","10–15 min","Wednesday",19,3729,12.355065593982
"casual","10–15 min","Wednesday",20,2684,12.3288172938755
"casual","10–15 min","Wednesday",21,2275,12.3487821612079
"casual","10–15 min","Wednesday",22,1577,12.3817971887182
"casual","10–15 min","Wednesday",23,895,12.3068721229448
"casual","10–15 min","Thursday",0,481,12.3010179140546
"casual","10–15 min","Thursday",1,279,12.4610892475577
"casual","10–15 min","Thursday",2,174,12.4072431990698
"casual","10–15 min","Thursday",3,93,12.3777541215702
"casual","10–15 min","Thursday",4,81,12.0987483537737
"casual","10–15 min","Thursday",5,236,12.1794236581204
"casual","10–15 min","Thursday",6,635,11.9818531759079
"casual","10–15 min","Thursday",7,1359,12.1463036302085
"casual","10–15 min","Thursday",8,1750,12.1868051714534
"casual","10–15 min","Thursday",9,1237,12.1814613716874
"casual","10–15 min","Thursday",10,1172,12.2557900454811
"casual","10–15 min","Thursday",11,1448,12.2840873733684
"casual","10–15 min","Thursday",12,1926,12.3139423502445
"casual","10–15 min","Thursday",13,2090,12.2772281977853
"casual","10–15 min","Thursday",14,2197,12.3331275754897
"casual","10–15 min","Thursday",15,2861,12.2870140335269
"casual","10–15 min","Thursday",16,4095,12.235172328064
"casual","10–15 min","Thursday",17,5359,12.3324223580212
"casual","10–15 min","Thursday",18,4827,12.3430186174743
"casual","10–15 min","Thursday",19,3611,12.2918110311147
"casual","10–15 min","Thursday",20,2503,12.2972494073215
"casual","10–15 min","Thursday",21,2082,12.2076170028363
"casual","10–15 min","Thursday",22,1765,12.2598282436496
"casual","10–15 min","Thursday",23,1046,12.2813594965094
"casual","10–15 min","Friday",0,673,12.2759590637926
"casual","10–15 min","Friday",1,448,12.2366097842476
"casual","10–15 min","Friday",2,210,12.3236981743858
"casual","10–15 min","Friday",3,135,12.2554440740891
"casual","10–15 min","Friday",4,109,11.9866357796418
"casual","10–15 min","Friday",5,292,12.2416822488722
"casual","10–15 min","Friday",6,632,12.0185514768342
"casual","10–15 min","Friday",7,1267,12.1676634569289
"casual","10–15 min","Friday",8,1516,12.2187500659845
"casual","10–15 min","Friday",9,1432,12.3072462406849
"casual","10–15 min","Friday",10,1586,12.2367766077577
"casual","10–15 min","Friday",11,2231,12.2954836022439
"casual","10–15 min","Friday",12,3032,12.2802343062945
"casual","10–15 min","Friday",13,3084,12.3242618784585
"casual","10–15 min","Friday",14,3381,12.3367350783525
"casual","10–15 min","Friday",15,3984,12.3228711512952
"casual","10–15 min","Friday",16,4883,12.316787548641
"casual","10–15 min","Friday",17,5383,12.2943876617405
"casual","10–15 min","Friday",18,4836,12.2972749172787
"casual","10–15 min","Friday",19,3755,12.3081075055579
"casual","10–15 min","Friday",20,2556,12.2663415753708
"casual","10–15 min","Friday",21,2106,12.2777656378588
"casual","10–15 min","Friday",22,2097,12.3053565569777
"casual","10–15 min","Friday",23,1722,12.2574144405793
"casual","10–15 min","Saturday",0,1533,12.1928200043552
"casual","10–15 min","Saturday",1,1162,12.2714975186175
"casual","10–15 min","Saturday",2,615,12.2337160704323
"casual","10–15 min","Saturday",3,308,12.2014425324671
"casual","10–15 min","Saturday",4,157,12.0945031848177
"casual","10–15 min","Saturday",5,324,12.4014508744817
"casual","10–15 min","Saturday",6,379,12.3626000877945
"casual","10–15 min","Saturday",7,841,12.3519096908851
"casual","10–15 min","Saturday",8,1646,12.3082866747691
"casual","10–15 min","Saturday",9,2636,12.359018867005
"casual","10–15 min","Saturday",10,3646,12.3525929694878
"casual","10–15 min","Saturday",11,4648,12.3850379805155
"casual","10–15 min","Saturday",12,5304,12.3871473856319
"casual","10–15 min","Saturday",13,5847,12.3700972122461
"casual","10–15 min","Saturday",14,5774,12.429877320763
"casual","10–15 min","Saturday",15,5923,12.4012686166902
"casual","10–15 min","Saturday",16,5855,12.3499631967179
"casual","10–15 min","Saturday",17,5314,12.3761461705227
"casual","10–15 min","Saturday",18,4540,12.3558644456608
"casual","10–15 min","Saturday",19,3648,12.3097588039118
"casual","10–15 min","Saturday",20,2665,12.3271030832068
"casual","10–15 min","Saturday",21,2647,12.3229425387499
"casual","10–15 min","Saturday",22,2831,12.3651742199615
"casual","10–15 min","Saturday",23,2146,12.3476861292863
"casual","10–15 min","Sunday",0,1669,12.2510913621767
"casual","10–15 min","Sunday",1,1167,12.1916425164037
"casual","10–15 min","Sunday",2,708,12.2163110169089
"casual","10–15 min","Sunday",3,415,12.3415887148696
"casual","10–15 min","Sunday",4,272,12.2379702816407
"casual","10–15 min","Sunday",5,259,12.2127963320936
"casual","10–15 min","Sunday",6,412,12.1826959141636
"casual","10–15 min","Sunday",7,629,12.1319963700063
"casual","10–15 min","Sunday",8,1149,12.281548215802
"casual","10–15 min","Sunday",9,1968,12.3212238821193
"casual","10–15 min","Sunday",10,2963,12.3530017999968
"casual","10–15 min","Sunday",11,3848,12.3488797167885
"casual","10–15 min","Sunday",12,4527,12.3615540829115
"casual","10–15 min","Sunday",13,4935,12.4180842350754
"casual","10–15 min","Sunday",14,4917,12.3622041353508
"casual","10–15 min","Sunday",15,5418,12.3869929155433
"casual","10–15 min","Sunday",16,5113,12.4101850707448
"casual","10–15 min","Sunday",17,4342,12.3913909182028
"casual","10–15 min","Sunday",18,3712,12.342691594859
"casual","10–15 min","Sunday",19,2800,12.3303178452764
"casual","10–15 min","Sunday",20,2084,12.2822153231118
"casual","10–15 min","Sunday",21,1625,12.2916414256414
"casual","10–15 min","Sunday",22,1407,12.235934636376
"casual","10–15 min","Sunday",23,857,12.281494651871
"casual","15–30 min","Monday",0,669,20.9600807923076
"casual","15–30 min","Monday",1,448,20.7594775669454
"casual","15–30 min","Monday",2,239,20.7344151324142
"casual","15–30 min","Monday",3,164,20.6116688005808
"casual","15–30 min","Monday",4,92,20.3711101451646
"casual","15–30 min","Monday",5,179,19.6983826814195
"casual","15–30 min","Monday",6,413,19.9402790557386
"casual","15–30 min","Monday",7,938,20.1352331910984
"casual","15–30 min","Monday",8,1305,20.3234068199593
"casual","15–30 min","Monday",9,1393,20.9588011246316
"casual","15–30 min","Monday",10,1819,21.2621653380533
"casual","15–30 min","Monday",11,2689,21.3353094334908
"casual","15–30 min","Monday",12,3201,21.0850699208062
"casual","15–30 min","Monday",13,3567,21.1999939024053
"casual","15–30 min","Monday",14,3831,21.3342989471493
"casual","15–30 min","Monday",15,4173,21.1594444563884
"casual","15–30 min","Monday",16,4727,21.0402791975575
"casual","15–30 min","Monday",17,5969,20.8890007678445
"casual","15–30 min","Monday",18,4943,20.7357503675427
"casual","15–30 min","Monday",19,3583,20.6500384361403
"casual","15–30 min","Monday",20,2534,20.7282240725934
"casual","15–30 min","Monday",21,1680,20.6852543354011
"casual","15–30 min","Monday",22,1166,20.6665500715094
"casual","15–30 min","Monday",23,650,20.6305335129347
"casual","15–30 min","Tuesday",0,340,20.5877082843757
"casual","15–30 min","Tuesday",1,207,21.2136074877784
"casual","15–30 min","Tuesday",2,112,21.2828360120455
"casual","15–30 min","Tuesday",3,84,20.8950942458141
"casual","15–30 min","Tuesday",4,61,21.1221229508926
"casual","15–30 min","Tuesday",5,164,20.0656064026482
"casual","15–30 min","Tuesday",6,472,20.29524978816
"casual","15–30 min","Tuesday",7,1108,20.0496407490632
"casual","15–30 min","Tuesday",8,1496,20.1287931929245
"casual","15–30 min","Tuesday",9,1178,20.8074435766599
"casual","15–30 min","Tuesday",10,1392,21.0951102849539
"casual","15–30 min","Tuesday",11,1806,21.1458024270731
"casual","15–30 min","Tuesday",12,2131,21.103222907865
"casual","15–30 min","Tuesday",13,2505,21.1737250299146
"casual","15–30 min","Tuesday",14,2566,21.2720210898926
"casual","15–30 min","Tuesday",15,3113,21.1150697023229
"casual","15–30 min","Tuesday",16,4600,20.8377160688423
"casual","15–30 min","Tuesday",17,5880,20.759675654725
"casual","15–30 min","Tuesday",18,4865,20.5225979342466
"casual","15–30 min","Tuesday",19,3245,20.4647223728647
"casual","15–30 min","Tuesday",20,2231,20.6016763110199
"casual","15–30 min","Tuesday",21,1959,20.5382067040905
"casual","15–30 min","Tuesday",22,1423,20.6640892012082
"casual","15–30 min","Tuesday",23,713,20.6643483637593
"casual","15–30 min","Wednesday",0,378,20.5644405202786
"casual","15–30 min","Wednesday",1,220,20.4506861362132
"casual","15–30 min","Wednesday",2,147,20.3414107710596
"casual","15–30 min","Wednesday",3,69,21.3430591784814
"casual","15–30 min","Wednesday",4,63,20.2993129629937
"casual","15–30 min","Wednesday",5,167,19.5429485029327
"casual","15–30 min","Wednesday",6,492,19.8693578251413
"casual","15–30 min","Wednesday",7,1174,19.9458465644611
"casual","15–30 min","Wednesday",8,1536,19.9987042860025
"casual","15–30 min","Wednesday",9,1226,20.6792197661014
"casual","15–30 min","Wednesday",10,1502,20.9463459276354
"casual","15–30 min","Wednesday",11,2045,20.9646943847144
"casual","15–30 min","Wednesday",12,2565,21.184739954501
"casual","15–30 min","Wednesday",13,2659,21.0369163470219
"casual","15–30 min","Wednesday",14,3064,21.1854378481395
"casual","15–30 min","Wednesday",15,3551,21.0321509809133
"casual","15–30 min","Wednesday",16,5231,20.8094210061639
"casual","15–30 min","Wednesday",17,7188,20.7668150899826
"casual","15–30 min","Wednesday",18,6168,20.6421430446836
"casual","15–30 min","Wednesday",19,4411,20.6525996562233
"casual","15–30 min","Wednesday",20,3394,20.5698208210605
"casual","15–30 min","Wednesday",21,2753,20.6547881221148
"casual","15–30 min","Wednesday",22,1992,20.8618653697621
"casual","15–30 min","Wednesday",23,947,20.6988852339746
"casual","15–30 min","Thursday",0,525,20.1344065078024
"casual","15–30 min","Thursday",1,326,21.0596977505216
"casual","15–30 min","Thursday",2,172,20.9813945736534
"casual","15–30 min","Thursday",3,98,19.6937469387541
"casual","15–30 min","Thursday",4,70,20.6919995241506
"casual","15–30 min","Thursday",5,173,19.8320868016208
"casual","15–30 min","Thursday",6,444,20.1997307431769
"casual","15–30 min","Thursday",7,1074,20.0962671011853
"casual","15–30 min","Thursday",8,1513,20.2533532496249
"casual","15–30 min","Thursday",9,1271,20.8492331498038
"casual","15–30 min","Thursday",10,1485,21.1237652525383
"casual","15–30 min","Thursday",11,2052,21.1167940221761
"casual","15–30 min","Thursday",12,2636,21.3433035090603
"casual","15–30 min","Thursday",13,2863,21.0660085399904
"casual","15–30 min","Thursday",14,3159,21.2372704336471
"casual","15–30 min","Thursday",15,3737,21.1143909731937
"casual","15–30 min","Thursday",16,4846,20.938951895007
"casual","15–30 min","Thursday",17,6750,20.6256254197798
"casual","15–30 min","Thursday",18,5483,20.6765597300809
"casual","15–30 min","Thursday",19,3906,20.6191190817481
"casual","15–30 min","Thursday",20,2900,20.4912419195545
"casual","15–30 min","Thursday",21,2230,20.5380782511559
"casual","15–30 min","Thursday",22,1969,20.6039943964364
"casual","15–30 min","Thursday",23,1235,20.7388403778456
"casual","15–30 min","Friday",0,705,20.4904052482598
"casual","15–30 min","Friday",1,418,20.1333871610807
"casual","15–30 min","Friday",2,256,20.8137027993177
"casual","15–30 min","Friday",3,140,21.1859753572657
"casual","15–30 min","Friday",4,120,21.1320830554101
"casual","15–30 min","Friday",5,245,20.2760478229912
"casual","15–30 min","Friday",6,485,20.4127494846587
"casual","15–30 min","Friday",7,1074,20.2875307417745
"casual","15–30 min","Friday",8,1380,20.4760320532178
"casual","15–30 min","Friday",9,1671,20.9050592359492
"casual","15–30 min","Friday",10,2282,21.2814435728837
"casual","15–30 min","Friday",11,3264,21.2064102788608
"casual","15–30 min","Friday",12,4415,21.2901220913805
"casual","15–30 min","Friday",13,4473,21.1734781280121
"casual","15–30 min","Friday",14,4713,21.2061720136091
"casual","15–30 min","Friday",15,5598,21.0856610605032
"casual","15–30 min","Friday",16,6478,21.0877428090062
"casual","15–30 min","Friday",17,7070,20.8837015346821
"casual","15–30 min","Friday",18,6118,20.6761970414813
"casual","15–30 min","Friday",19,4447,20.6915744209306
"casual","15–30 min","Friday",20,3102,20.7783556791434
"casual","15–30 min","Friday",21,2431,20.7291966474842
"casual","15–30 min","Friday",22,2459,20.8816953504427
"casual","15–30 min","Friday",23,2022,20.8799546983664
"casual","15–30 min","Saturday",0,1516,20.5116409850231
"casual","15–30 min","Saturday",1,1182,20.6594573322219
"casual","15–30 min","Saturday",2,737,20.6479254183431
"casual","15–30 min","Saturday",3,338,20.9018710059292
"casual","15–30 min","Saturday",4,193,20.268856131104
"casual","15–30 min","Saturday",5,258,20.0624867570955
"casual","15–30 min","Saturday",6,452,20.4987066002194
"casual","15–30 min","Saturday",7,1084,20.7022187423002
"casual","15–30 min","Saturday",8,2125,20.6490892862844
"casual","15–30 min","Saturday",9,3717,21.0803257958545
"casual","15–30 min","Saturday",10,5470,21.1396362705103
"casual","15–30 min","Saturday",11,7582,21.2824273388492
"casual","15–30 min","Saturday",12,9007,21.3576588061016
"casual","15–30 min","Saturday",13,9597,21.3818623250197
"casual","15–30 min","Saturday",14,9786,21.364447121737
"casual","15–30 min","Saturday",15,10242,21.3140527826462
"casual","15–30 min","Saturday",16,9340,21.244583197724
"casual","15–30 min","Saturday",17,8196,21.1892409671419
"casual","15–30 min","Saturday",18,6806,21.1237234474478
"casual","15–30 min","Saturday",19,5102,21.0482986378176
"casual","15–30 min","Saturday",20,3804,21.0310404004338
"casual","15–30 min","Saturday",21,3512,20.9752476082531
"casual","15–30 min","Saturday",22,3891,20.941743857633
"casual","15–30 min","Saturday",23,2827,20.9734476653251
"casual","15–30 min","Sunday",0,1759,20.5408921735631
"casual","15–30 min","Sunday",1,1229,20.4551038242014
"casual","15–30 min","Sunday",2,760,20.7373980701493
"casual","15–30 min","Sunday",3,422,20.8246290681016
"casual","15–30 min","Sunday",4,268,20.4253470150541
"casual","15–30 min","Sunday",5,256,20.4404923826146
"casual","15–30 min","Sunday",6,442,20.7782975114309
"casual","15–30 min","Sunday",7,773,20.8952244069773
"casual","15–30 min","Sunday",8,1345,20.9321222304618
"casual","15–30 min","Sunday",9,2763,21.160339401664
"casual","15–30 min","Sunday",10,4422,21.3831769636965
"casual","15–30 min","Sunday",11,6074,21.300573051768
"casual","15–30 min","Sunday",12,7364,21.2481642970217
"casual","15–30 min","Sunday",13,7758,21.2328642283158
"casual","15–30 min","Sunday",14,8129,21.3368781400083
"casual","15–30 min","Sunday",15,8895,21.2731179407618
"casual","15–30 min","Sunday",16,8186,21.243312213942
"casual","15–30 min","Sunday",17,6710,21.1728491107925
"casual","15–30 min","Sunday",18,5460,21.0623231685198
"casual","15–30 min","Sunday",19,3844,21.1379432275473
"casual","15–30 min","Sunday",20,2828,20.9157949138705
"casual","15–30 min","Sunday",21,2198,20.8578813315016
"casual","15–30 min","Sunday",22,1711,20.83518786288
"casual","15–30 min","Sunday",23,1157,21.1518524056173
"casual","30–60 min","Monday",0,327,41.2705181448102
"casual","30–60 min","Monday",1,162,41.6472225309645
"casual","30–60 min","Monday",2,100,41.2288923331499
"casual","30–60 min","Monday",3,60,41.7402822223637
"casual","30–60 min","Monday",4,49,42.0103333329668
"casual","30–60 min","Monday",5,44,44.1140537877878
"casual","30–60 min","Monday",6,101,42.2197273927553
"casual","30–60 min","Monday",7,242,41.227892286587
"casual","30–60 min","Monday",8,421,40.674539152734
"casual","30–60 min","Monday",9,733,41.9893358799749
"casual","30–60 min","Monday",10,1182,42.3897665114774
"casual","30–60 min","Monday",11,1661,42.3260281758234
"casual","30–60 min","Monday",12,2110,42.2057430647033
"casual","30–60 min","Monday",13,2298,41.7375962576332
"casual","30–60 min","Monday",14,2368,41.6086752392889
"casual","30–60 min","Monday",15,2348,41.4491081842978
"casual","30–60 min","Monday",16,2440,41.4674940573567
"casual","30–60 min","Monday",17,2526,41.0190798627462
"casual","30–60 min","Monday",18,2144,40.7245116759759
"casual","30–60 min","Monday",19,1553,41.1420461687056
"casual","30–60 min","Monday",20,969,40.7408761265354
"casual","30–60 min","Monday",21,626,40.2815516507092
"casual","30–60 min","Monday",22,416,41.1586750399321
"casual","30–60 min","Monday",23,248,40.0458453627524
"casual","30–60 min","Tuesday",0,161,40.4512317805557
"casual","30–60 min","Tuesday",1,124,41.6512865592395
"casual","30–60 min","Tuesday",2,68,43.2494615194844
"casual","30–60 min","Tuesday",3,31,38.4008510747263
"casual","30–60 min","Tuesday",4,12,44.005959723062
"casual","30–60 min","Tuesday",5,39,40.2593820513823
"casual","30–60 min","Tuesday",6,108,41.6401134261011
"casual","30–60 min","Tuesday",7,235,39.5810456737221
"casual","30–60 min","Tuesday",8,360,40.7893102779653
"casual","30–60 min","Tuesday",9,485,41.5491918213343
"casual","30–60 min","Tuesday",10,784,42.4125136055458
"casual","30–60 min","Tuesday",11,1075,42.3479353641798
"casual","30–60 min","Tuesday",12,1313,41.619595747661
"casual","30–60 min","Tuesday",13,1362,41.556810058727
"casual","30–60 min","Tuesday",14,1469,41.3375124687345
"casual","30–60 min","Tuesday",15,1505,41.1349072535806
"casual","30–60 min","Tuesday",16,1794,41.3513611111066
"casual","30–60 min","Tuesday",17,2093,40.2227350772728
"casual","30–60 min","Tuesday",18,1715,40.8360677259865
"casual","30–60 min","Tuesday",19,1142,40.7089517804453
"casual","30–60 min","Tuesday",20,721,40.2577380258674
"casual","30–60 min","Tuesday",21,543,40.3191383978207
"casual","30–60 min","Tuesday",22,451,39.6408113452213
"casual","30–60 min","Tuesday",23,258,41.1141169248933
"casual","30–60 min","Wednesday",0,131,41.5129320609054
"casual","30–60 min","Wednesday",1,91,42.0227060439386
"casual","30–60 min","Wednesday",2,50,42.2714709998767
"casual","30–60 min","Wednesday",3,33,41.9519727273421
"casual","30–60 min","Wednesday",4,27,41.0076530859794
"casual","30–60 min","Wednesday",5,46,41.5715391299863
"casual","30–60 min","Wednesday",6,123,42.4580658536939
"casual","30–60 min","Wednesday",7,271,40.9593706643303
"casual","30–60 min","Wednesday",8,338,39.4951982246936
"casual","30–60 min","Wednesday",9,599,40.6528797440417
"casual","30–60 min","Wednesday",10,884,41.2848400451838
"casual","30–60 min","Wednesday",11,1183,41.4192665820425
"casual","30–60 min","Wednesday",12,1445,41.2316048673087
"casual","30–60 min","Wednesday",13,1363,41.4699245292332
"casual","30–60 min","Wednesday",14,1681,41.2808879535775
"casual","30–60 min","Wednesday",15,1812,41.5121997424375
"casual","30–60 min","Wednesday",16,2131,40.4810295949105
"casual","30–60 min","Wednesday",17,2539,40.1743826703792
"casual","30–60 min","Wednesday",18,2176,40.5545133195105
"casual","30–60 min","Wednesday",19,1713,40.8259256665172
"casual","30–60 min","Wednesday",20,1287,40.7963984977856
"casual","30–60 min","Wednesday",21,973,40.3772392943404
"casual","30–60 min","Wednesday",22,736,40.7523979394386
"casual","30–60 min","Wednesday",23,351,40.8155788224194
"casual","30–60 min","Thursday",0,190,41.0145223684478
"casual","30–60 min","Thursday",1,149,40.7279080537608
"casual","30–60 min","Thursday",2,77,41.3045612552981
"casual","30–60 min","Thursday",3,36,38.3896328705329
"casual","30–60 min","Thursday",4,25,40.0836760002772
"casual","30–60 min","Thursday",5,46,38.2948275364827
"casual","30–60 min","Thursday",6,129,40.1801594315265
"casual","30–60 min","Thursday",7,243,40.2086865567703
"casual","30–60 min","Thursday",8,389,40.2390745929703
"casual","30–60 min","Thursday",9,560,42.3806130058851
"casual","30–60 min","Thursday",10,895,41.5809697764901
"casual","30–60 min","Thursday",11,1315,41.6560098732107
"casual","30–60 min","Thursday",12,1525,41.227052043722
"casual","30–60 min","Thursday",13,1574,41.6456679902532
"casual","30–60 min","Thursday",14,1672,41.6775008472933
"casual","30–60 min","Thursday",15,1773,41.543781819911
"casual","30–60 min","Thursday",16,2084,40.5393466410962
"casual","30–60 min","Thursday",17,2260,40.1599802950192
"casual","30–60 min","Thursday",18,1888,40.6257427878152
"casual","30–60 min","Thursday",19,1436,40.3653875116242
"casual","30–60 min","Thursday",20,961,40.4505458896043
"casual","30–60 min","Thursday",21,793,40.6856173603211
"casual","30–60 min","Thursday",22,603,40.4124621890407
"casual","30–60 min","Thursday",23,381,40.4384874888918
"casual","30–60 min","Friday",0,215,40.5428610854186
"casual","30–60 min","Friday",1,174,40.1304662834867
"casual","30–60 min","Friday",2,101,41.1476237625572
"casual","30–60 min","Friday",3,48,43.1437854173283
"casual","30–60 min","Friday",4,30,38.5637194450696
"casual","30–60 min","Friday",5,71,42.0365884976208
"casual","30–60 min","Friday",6,139,40.3674134290476
"casual","30–60 min","Friday",7,276,40.5651847825534
"casual","30–60 min","Friday",8,441,40.964506991416
"casual","30–60 min","Friday",9,888,42.2968339151359
"casual","30–60 min","Friday",10,1585,42.4513619663237
"casual","30–60 min","Friday",11,2103,41.9759046520951
"casual","30–60 min","Friday",12,2512,41.6569890061018
"casual","30–60 min","Friday",13,2530,41.4675037681507
"casual","30–60 min","Friday",14,2673,41.4595339194485
"casual","30–60 min","Friday",15,2882,41.2065945582053
"casual","30–60 min","Friday",16,3176,40.6549855898387
"casual","30–60 min","Friday",17,2932,40.7208823385633
"casual","30–60 min","Friday",18,2405,40.6668566458455
"casual","30–60 min","Friday",19,1725,40.8769726860673
"casual","30–60 min","Friday",20,1344,40.6038028769698
"casual","30–60 min","Friday",21,925,41.0453395315548
"casual","30–60 min","Friday",22,972,40.4208428841314
"casual","30–60 min","Friday",23,808,41.1384080857924
"casual","30–60 min","Saturday",0,511,40.9708446509762
"casual","30–60 min","Saturday",1,385,41.2178041126511
"casual","30–60 min","Saturday",2,251,40.0422221779032
"casual","30–60 min","Saturday",3,148,43.2441563064451
"casual","30–60 min","Saturday",4,70,42.0552504762014
"casual","30–60 min","Saturday",5,83,40.7792913652807
"casual","30–60 min","Saturday",6,172,41.0246740308612
"casual","30–60 min","Saturday",7,435,40.861312068751
"casual","30–60 min","Saturday",8,1015,41.3572047947076
"casual","30–60 min","Saturday",9,1940,41.535966494829
"casual","30–60 min","Saturday",10,3334,41.6560779594464
"casual","30–60 min","Saturday",11,4611,41.4078779115177
"casual","30–60 min","Saturday",12,5222,41.2687396208065
"casual","30–60 min","Saturday",13,5673,41.3051070773964
"casual","30–60 min","Saturday",14,5617,41.5071426206509
"casual","30–60 min","Saturday",15,5611,41.5742221707131
"casual","30–60 min","Saturday",16,5188,41.3826597404783
"casual","30–60 min","Saturday",17,4336,40.8922756534432
"casual","30–60 min","Saturday",18,3440,41.0698354990168
"casual","30–60 min","Saturday",19,2541,40.6564260396419
"casual","30–60 min","Saturday",20,1816,40.7885078010317
"casual","30–60 min","Saturday",21,1715,40.9744620212892
"casual","30–60 min","Saturday",22,1603,40.2770203367715
"casual","30–60 min","Saturday",23,1171,40.4475505977962
"casual","30–60 min","Sunday",0,716,40.767456983238
"casual","30–60 min","Sunday",1,466,40.4207264306549
"casual","30–60 min","Sunday",2,309,40.6149784788602
"casual","30–60 min","Sunday",3,159,40.6755321802833
"casual","30–60 min","Sunday",4,83,38.049028714833
"casual","30–60 min","Sunday",5,123,40.8665261519311
"casual","30–60 min","Sunday",6,213,41.5925674489779
"casual","30–60 min","Sunday",7,396,42.4203550504916
"casual","30–60 min","Sunday",8,806,42.2527707402326
"casual","30–60 min","Sunday",9,1633,41.6911573279632
"casual","30–60 min","Sunday",10,2593,41.7857393752657
"casual","30–60 min","Sunday",11,3580,41.5541132029619
"casual","30–60 min","Sunday",12,4400,41.9106180947071
"casual","30–60 min","Sunday",13,4746,41.4939423444348
"casual","30–60 min","Sunday",14,5011,41.6905786569395
"casual","30–60 min","Sunday",15,5173,41.5004313969683
"casual","30–60 min","Sunday",16,4507,41.1899182309608
"casual","30–60 min","Sunday",17,3774,41.3415772610662
"casual","30–60 min","Sunday",18,2872,41.7152534238461
"casual","30–60 min","Sunday",19,2166,41.4542237303575
"casual","30–60 min","Sunday",20,1351,41.4900358993331
"casual","30–60 min","Sunday",21,915,40.7066289252531
"casual","30–60 min","Sunday",22,727,40.228767675421
"casual","30–60 min","Sunday",23,509,41.1045499672356
