"member_casual","duration_bucket","start_day_of_week","start_hour","total_rides","avg_duration"
"member","1–2 hrs","Sunday",6,29,77.8725425285854
"member","1–2 hrs","Sunday",7,81,80.9383580246089
"member","1–2 hrs","Sunday",8,88,80.4377649623788
"member","1–2 hrs","Sunday",9,138,78.1974349033717
"member","1–2 hrs","Sunday",10,185,79.4117530627938
"member","1–2 hrs","Sunday",11,246,79.2929321814359
"member","1–2 hrs","Sunday",12,303,76.4030364137016
"member","1–2 hrs","Sunday",13,311,78.8372665592967
"member","1–2 hrs","Sunday",14,341,78.1990941838785
"member","1–2 hrs","Sunday",15,304,77.7961151316762
"member","1–2 hrs","Sunday",16,281,78.5577019571127
"member","1–2 hrs","Sunday",17,249,78.5407520749483
"member","1–2 hrs","Sunday",18,185,78.5939269369572
"member","1–2 hrs","Sunday",19,178,76.9327907305978
"member","1–2 hrs","Sunday",20,75,77.4399466668765
"member","1–2 hrs","Sunday",21,66,77.4222992426819
"member","1–2 hrs","Sunday",22,35,75.1751066667693
"member","1–2 hrs","Sunday",23,26,76.5869897435873
"member",">2 hrs","Monday",0,5,352.10137999773
"member",">2 hrs","Monday",1,7,288.607671428862
"member",">2 hrs","Monday",2,2,287.397208335002
"member",">2 hrs","Monday",3,1,137.249016666412
"member",">2 hrs","Monday",4,3,886.598583332699
"member",">2 hrs","Monday",5,7,345.988066667035
"member",">2 hrs","Monday",6,18,309.485323147421
"member",">2 hrs","Monday",7,44,426.57102159045
"member",">2 hrs","Monday",8,52,344.828860897819
"member",">2 hrs","Monday",9,46,326.90932753613
"member",">2 hrs","Monday",10,57,260.4762845031
"member",">2 hrs","Monday",11,83,228.3156811245
"member",">2 hrs","Monday",12,39,351.195048291051
"member",">2 hrs","Monday",13,50,243.22209100016
"member",">2 hrs","Monday",14,30,270.329314444727
"member",">2 hrs","Monday",15,58,270.377981321908
"member",">2 hrs","Monday",16,81,356.76432386882
"member",">2 hrs","Monday",17,100,374.809761333267
"member",">2 hrs","Monday",18,59,298.73807372865
"member",">2 hrs","Monday",19,24,331.77718749957
"member",">2 hrs","Monday",20,17,534.56019509797
"member",">2 hrs","Monday",21,17,432.636113725223
"member",">2 hrs","Monday",22,10,520.863755000432
"member",">2 hrs","Monday",23,6,517.205433333582
"member",">2 hrs","Tuesday",0,5,295.796869999568
"member",">2 hrs","Tuesday",1,3,312.548211109638
"member",">2 hrs","Tuesday",2,2,134.988150000572
"member",">2 hrs","Tuesday",3,2,436.068808335065
"member",">2 hrs","Tuesday",4,5,311.915886666775
"member",">2 hrs","Tuesday",5,12,425.410779166553
"member",">2 hrs","Tuesday",6,35,387.654271428131
"member",">2 hrs","Tuesday",7,76,325.994637280546
"member",">2 hrs","Tuesday",8,68,411.663443382581
"member",">2 hrs","Tuesday",9,48,318.034024999705
"member",">2 hrs","Tuesday",10,60,297.94369722267
"member",">2 hrs","Tuesday",11,55,270.65705636364
"member",">2 hrs","Tuesday",12,42,310.749237698316
"member",">2 hrs","Tuesday",13,32,319.939481770371
"member",">2 hrs","Tuesday",14,30,325.234321666294
"member",">2 hrs","Tuesday",15,47,292.230248226934
"member",">2 hrs","Tuesday",16,98,317.279828571625
"member",">2 hrs","Tuesday",17,99,383.573137037481
"member",">2 hrs","Tuesday",18,66,289.281877525226
"member",">2 hrs","Tuesday",19,38,519.748934210811
"member",">2 hrs","Tuesday",20,22,505.270239394723
"member",">2 hrs","Tuesday",21,11,495.760257576451
"member",">2 hrs","Tuesday",22,12,480.873491666715
"member",">2 hrs","Tuesday",23,7,294.805376189663
"member",">2 hrs","Wednesday",0,5,284.792563333511
"member",">2 hrs","Wednesday",1,3,322.348300001357
"member",">2 hrs","Wednesday",2,1,1156.24634999832
"member",">2 hrs","Wednesday",3,2,228.358233332634
"member",">2 hrs","Wednesday",4,3,210.557016665406
"member",">2 hrs","Wednesday",5,12,471.285202777717
"member",">2 hrs","Wednesday",6,27,415.781409876876
"member",">2 hrs","Wednesday",7,75,332.523017778079
"member",">2 hrs","Wednesday",8,56,327.811169643062
"member",">2 hrs","Wednesday",9,48,318.720643402885
"member",">2 hrs","Wednesday",10,82,337.09688252041
"member",">2 hrs","Wednesday",11,84,229.436410515791
"member",">2 hrs","Wednesday",12,34,361.535366176507
"member",">2 hrs","Wednesday",13,33,401.147926262774
"member",">2 hrs","Wednesday",14,32,369.970754687488
"member",">2 hrs","Wednesday",15,60,359.136188055674
"member",">2 hrs","Wednesday",16,113,289.139615191963
"member",">2 hrs","Wednesday",17,77,373.532243722497
"member",">2 hrs","Wednesday",18,60,292.151019722488
"member",">2 hrs","Wednesday",19,42,424.077171031256
"member",">2 hrs","Wednesday",20,25,413.503285333316
"member",">2 hrs","Wednesday",21,22,408.802396212021
"member",">2 hrs","Wednesday",22,28,476.796313095377
"member",">2 hrs","Wednesday",23,12,215.331620832947
"member",">2 hrs","Thursday",0,3,707.73747777674
"member",">2 hrs","Thursday",1,8,165.041291667024
"member",">2 hrs","Thursday",2,3,487.003177777926
"member",">2 hrs","Thursday",3,1,125.95
"member",">2 hrs","Thursday",4,2,144.0071083347
"member",">2 hrs","Thursday",5,5,282.445609999498
"member",">2 hrs","Thursday",6,40,385.960782916546
"member",">2 hrs","Thursday",7,56,350.163794642829
"member",">2 hrs","Thursday",8,56,298.572857440369
"member",">2 hrs","Thursday",9,35,287.667109047799
"member",">2 hrs","Thursday",10,56,284.320159821709
"member",">2 hrs","Thursday",11,63,227.655178306973
"member",">2 hrs","Thursday",12,36,318.014762499708
"member",">2 hrs","Thursday",13,34,356.347023039472
"member",">2 hrs","Thursday",14,39,264.778114102946
"member",">2 hrs","Thursday",15,55,340.518535151337
"member",">2 hrs","Thursday",16,91,274.799903296813
"member",">2 hrs","Thursday",17,93,329.174818100212
"member",">2 hrs","Thursday",18,68,370.463967157112
"member",">2 hrs","Thursday",19,32,312.044011458382
"member",">2 hrs","Thursday",20,17,384.884748039292
"member",">2 hrs","Thursday",21,13,471.166942307888
"member",">2 hrs","Thursday",22,20,547.076613333027
"member",">2 hrs","Thursday",23,14,342.239088095654
"member",">2 hrs","Friday",0,3,388.424383332994
"member",">2 hrs","Friday",1,8,276.8359375
"member",">2 hrs","Friday",2,4,470.47228333354
"member",">2 hrs","Friday",3,2,512.178591666619
"member",">2 hrs","Friday",4,2,361.717724998792
"member",">2 hrs","Friday",5,1,138.665500005086
"member",">2 hrs","Friday",6,30,389.231563889318
"member",">2 hrs","Friday",7,32,321.248802083731
"member",">2 hrs","Friday",8,31,320.510124193596
"member",">2 hrs","Friday",9,49,302.061679251827
"member",">2 hrs","Friday",10,64,267.771762500207
"member",">2 hrs","Friday",11,83,262.514910843526
"member",">2 hrs","Friday",12,52,242.197641025675
"member",">2 hrs","Friday",13,50,297.582583666563
"member",">2 hrs","Friday",14,43,325.483737596893
"member",">2 hrs","Friday",15,55,294.43077848485
"member",">2 hrs","Friday",16,89,316.836425842819
"member",">2 hrs","Friday",17,109,338.142077522905
"member",">2 hrs","Friday",18,74,317.126644369181
"member",">2 hrs","Friday",19,41,383.257876829597
"member",">2 hrs","Friday",20,18,332.988874073382
"member",">2 hrs","Friday",21,18,420.352877777594
"member",">2 hrs","Friday",22,9,376.453999999718
"member",">2 hrs","Friday",23,16,359.732622917245
"member",">2 hrs","Saturday",0,6,478.54863333371
"member",">2 hrs","Saturday",1,11,459.408337879181
"member",">2 hrs","Saturday",2,3,744.227149999143
"member",">2 hrs","Saturday",3,1,306.8875
"member",">2 hrs","Saturday",4,1,355.458616665999
"member",">2 hrs","Saturday",5,8,379.121712499858
"member",">2 hrs","Saturday",6,22,304.253703787652
"member",">2 hrs","Saturday",7,34,308.356607842796
"member",">2 hrs","Saturday",8,53,336.705989622845
"member",">2 hrs","Saturday",9,63,247.647383862702
"member",">2 hrs","Saturday",10,93,295.553940501991
"member",">2 hrs","Saturday",11,86,259.770524224939
"member",">2 hrs","Saturday",12,71,259.688637793568
"member",">2 hrs","Saturday",13,68,255.777747548912
"member",">2 hrs","Saturday",14,53,259.124055974439
"member",">2 hrs","Saturday",15,61,331.184224590382
"member",">2 hrs","Saturday",16,82,290.37533150388
"member",">2 hrs","Saturday",17,76,285.623404824211
"member",">2 hrs","Saturday",18,82,307.645445934689
"member",">2 hrs","Saturday",19,49,360.568371428276
"member",">2 hrs","Saturday",20,29,334.511045401808
"member",">2 hrs","Saturday",21,19,295.225191228014
"member",">2 hrs","Saturday",22,22,500.699774242351
"member",">2 hrs","Saturday",23,26,425.955083973897
"member",">2 hrs","Sunday",0,15,519.76534222232
"member",">2 hrs","Sunday",1,12,438.881416666839
"member",">2 hrs","Sunday",2,10,475.407023332516
"member",">2 hrs","Sunday",3,1,629.483333333333
"member",">2 hrs","Sunday",4,4,496.189875000715
"member",">2 hrs","Sunday",5,7,162.805371428671
"member",">2 hrs","Sunday",6,20,267.973483333389
"member",">2 hrs","Sunday",7,37,297.274056756282
"member",">2 hrs","Sunday",8,43,301.237331395094
"member",">2 hrs","Sunday",9,48,349.331262500253
"member",">2 hrs","Sunday",10,67,248.366337562022
"member",">2 hrs","Sunday",11,87,262.783913027007
"member",">2 hrs","Sunday",12,64,268.863792187472
"member",">2 hrs","Sunday",13,70,229.853212857303
"member",">2 hrs","Sunday",14,46,294.014830797652
"member",">2 hrs","Sunday",15,56,277.153206548024
"member",">2 hrs","Sunday",16,84,286.849256746116
"member",">2 hrs","Sunday",17,76,305.659842982627
"member",">2 hrs","Sunday",18,60,260.846233333614
"member",">2 hrs","Sunday",19,38,350.713267982424
"member",">2 hrs","Sunday",20,23,488.623982608491
"member",">2 hrs","Sunday",21,18,473.16813055608
"member",">2 hrs","Sunday",22,7,477.007064285165
"member",">2 hrs","Sunday",23,9,366.96282222271
"casual","<5 min","Monday",0,648,2.94794920261627
"casual","<5 min","Monday",1,414,2.88041972622587
"casual","<5 min","Monday",2,325,2.84460764098779
"casual","<5 min","Monday",3,177,3.01241807901702
"casual","<5 min","Monday",4,207,3.10772037049231
"casual","<5 min","Monday",5,450,3.31805296294778
"casual","<5 min","Monday",6,1139,3.30307126128956
"casual","<5 min","Monday",7,1778,3.31784238838998
"casual","<5 min","Monday",8,2410,3.28767568465585
"casual","<5 min","Monday",9,1663,3.17305698535514
"casual","<5 min","Monday",10,1547,3.05639543200947
"casual","<5 min","Monday",11,1870,2.97331844917593
"casual","<5 min","Monday",12,2405,2.88886697151226
"casual","<5 min","Monday",13,2436,2.85531730305059
"casual","<5 min","Monday",14,2412,2.88345200388454
"casual","<5 min","Monday",15,2663,2.96253308297576
"casual","<5 min","Monday",16,3277,2.99620270064083
"casual","<5 min","Monday",17,3560,3.02546776223049
"casual","<5 min","Monday",18,3160,2.97518981543146
"casual","<5 min","Monday",19,2427,2.99439886691658
"casual","<5 min","Monday",20,1885,2.96783727668641
"casual","<5 min","Monday",21,1465,2.96534131972049
"casual","<5 min","Monday",22,1142,2.86909597189678
"casual","<5 min","Monday",23,778,2.97976688102667
"casual","<5 min","Tuesday",0,507,2.96072468763899
"casual","<5 min","Tuesday",1,311,2.87405664533664
"casual","<5 min","Tuesday",2,213,3.08592237860944
"casual","<5 min","Tuesday",3,127,3.09593858265188
"casual","<5 min","Tuesday",4,160,2.90824010429283
"casual","<5 min","Tuesday",5,424,3.39366548727706
"casual","<5 min","Tuesday",6,1338,3.40170731192272
"casual","<5 min","Tuesday",7,2108,3.33984807092769
"casual","<5 min","Tuesday",8,2559,3.40112986186682
"casual","<5 min","Tuesday",9,1657,3.2839827398639
"casual","<5 min","Tuesday",10,1383,3.08413903352639
"casual","<5 min","Tuesday",11,1643,3.03544785951499
"casual","<5 min","Tuesday",12,1876,3.02123575875034
"casual","<5 min","Tuesday",13,1869,3.06458857684334
"casual","<5 min","Tuesday",14,1893,3.0568293802082
"casual","<5 min","Tuesday",15,2455,3.08928642222935
"casual","<5 min","Tuesday",16,3086,3.06345447720089
"casual","<5 min","Tuesday",17,3468,3.00674170514154
"casual","<5 min","Tuesday",18,3051,2.97046690701553
"casual","<5 min","Tuesday",19,2356,2.93668155068722
"casual","<5 min","Tuesday",20,1694,2.95336478752257
"casual","<5 min","Tuesday",21,1505,2.84066200448825
"casual","<5 min","Tuesday",22,1325,2.92431291823417
"casual","<5 min","Tuesday",23,814,2.94888583132715
"casual","<5 min","Wednesday",0,601,2.98359412097693
"casual","<5 min","Wednesday",1,346,3.05062138727635
"casual","<5 min","Wednesday",2,193,2.88274732305184
"casual","<5 min","Wednesday",3,141,2.91905933813
"casual","<5 min","Wednesday",4,174,3.18817883143023
"casual","<5 min","Wednesday",5,482,3.35057925294214
"casual","<5 min","Wednesday",6,1222,3.27261916264054
"casual","<5 min","Wednesday",7,2113,3.32296570437172
"casual","<5 min","Wednesday",8,2638,3.35726693832787
"casual","<5 min","Wednesday",9,1740,3.25093366859516
"casual","<5 min","Wednesday",10,1497,3.08605346240649
"casual","<5 min","Wednesday",11,1728,2.99177009070085
"casual","<5 min","Wednesday",12,2129,3.0808127211315
"casual","<5 min","Wednesday",13,2093,2.95638114339057
"casual","<5 min","Wednesday",14,2378,2.96140584527427
"casual","<5 min","Wednesday",15,2625,2.99735439358514
"casual","<5 min","Wednesday",16,3481,3.00005424204748
"casual","<5 min","Wednesday",17,3937,2.91286527818411
"casual","<5 min","Wednesday",18,3497,2.86064305593988
"casual","<5 min","Wednesday",19,2646,2.85284873386509
"casual","<5 min","Wednesday",20,2126,2.76565738475297
"casual","<5 min","Wednesday",21,1769,2.73693534953908
"casual","<5 min","Wednesday",22,1462,2.74875738718876
"casual","<5 min","Wednesday",23,978,2.939375886059
"casual","<5 min","Thursday",0,724,2.86276494019817
"casual","<5 min","Thursday",1,407,2.95803742842241
"casual","<5 min","Thursday",2,314,2.92943673038938
"casual","<5 min","Thursday",3,155,2.94912817206434
"casual","<5 min","Thursday",4,146,3.11077054785267
"casual","<5 min","Thursday",5,506,3.16374028319584
"casual","<5 min","Thursday",6,1224,3.27795513342409
"casual","<5 min","Thursday",7,2014,3.3602478152255
"casual","<5 min","Thursday",8,2428,3.38177350355923
"casual","<5 min","Thursday",9,1794,3.24649596807683
"casual","<5 min","Thursday",10,1490,3.10102211412701
"casual","<5 min","Thursday",11,1670,3.02232626737235
"casual","<5 min","Thursday",12,2136,3.02730891860826
"casual","<5 min","Thursday",13,2147,2.9560809656471
"casual","<5 min","Thursday",14,2195,2.90112508728908
"casual","<5 min","Thursday",15,2541,2.94529234554516
"casual","<5 min","Thursday",16,3317,2.97497106822888
"casual","<5 min","Thursday",17,3904,2.95322472250262
"casual","<5 min","Thursday",18,3323,2.9122052964242
"casual","<5 min","Thursday",19,2670,2.82606501870685
"casual","<5 min","Thursday",20,1916,2.8188448416913
"casual","<5 min","Thursday",21,1830,2.83074475411292
"casual","<5 min","Thursday",22,1634,2.88746905343866
"casual","<5 min","Thursday",23,1250,2.91698818659782
"casual","<5 min","Friday",0,969,2.96715694881199
"casual","<5 min","Friday",1,582,2.93716829897066
"casual","<5 min","Friday",2,399,2.73275137844938
"casual","<5 min","Friday",3,223,3.00423131530773
"casual","<5 min","Friday",4,201,2.96525356560006
"casual","<5 min","Friday",5,465,3.1666402509221
"casual","<5 min","Friday",6,1117,3.22436984475069
"casual","<5 min","Friday",7,1682,3.28716914391782
"casual","<5 min","Friday",8,2081,3.292905774524
"casual","<5 min","Friday",9,1734,3.22246994424994
"casual","<5 min","Friday",10,1945,3.04832882606176
"casual","<5 min","Friday",11,2340,2.96570929483131
"casual","<5 min","Friday",12,2741,2.83189235073393
"casual","<5 min","Friday",13,2778,2.88236819053257
"casual","<5 min","Friday",14,2799,2.87856400501903
"casual","<5 min","Friday",15,3295,2.81084139602981
"casual","<5 min","Friday",16,3612,2.87449353548731
"casual","<5 min","Friday",17,3716,2.843151027131
"casual","<5 min","Friday",18,3359,2.82070499160075
"casual","<5 min","Friday",19,2729,2.87102505806472
"casual","<5 min","Friday",20,2060,2.79983094660981
"casual","<5 min","Friday",21,1927,2.80344213804681
"casual","<5 min","Friday",22,1851,2.76863019091147
"casual","<5 min","Friday",23,1859,2.83658225744541
"casual","<5 min","Saturday",0,1769,2.89496598829539
"casual","<5 min","Saturday",1,1367,2.87920171907256
"casual","<5 min","Saturday",2,855,2.82686520464936
"casual","<5 min","Saturday",3,452,3.03425412997384
"casual","<5 min","Saturday",4,262,3.11384777364537
"casual","<5 min","Saturday",5,247,2.82717233457063
"casual","<5 min","Saturday",6,502,2.98931098933397
"casual","<5 min","Saturday",7,814,2.98451535625598
"casual","<5 min","Saturday",8,1593,2.90417201298753
"casual","<5 min","Saturday",9,2229,2.8647356961703
"casual","<5 min","Saturday",10,2753,2.80125352953548
"casual","<5 min","Saturday",11,3233,2.63631358393346
"casual","<5 min","Saturday",12,3634,2.57420806277238
"casual","<5 min","Saturday",13,3777,2.50434125414931
"casual","<5 min","Saturday",14,3958,2.42453174161373
"casual","<5 min","Saturday",15,4051,2.46997813300459
"casual","<5 min","Saturday",16,3963,2.52125977370203
"casual","<5 min","Saturday",17,3569,2.54569672180222
"casual","<5 min","Saturday",18,3248,2.63130319174899
"casual","<5 min","Saturday",19,2672,2.64762446978343
"casual","<5 min","Saturday",20,2180,2.65818477826381
"casual","<5 min","Saturday",21,2136,2.60934670726198
"casual","<5 min","Saturday",22,2200,2.63267184090795
"casual","<5 min","Saturday",23,1850,2.77564970264993
"casual","<5 min","Sunday",0,1798,2.76782923615284
"casual","<5 min","Sunday",1,1367,2.90596139967892
"casual","<5 min","Sunday",2,855,2.97787561418485
"casual","<5 min","Sunday",3,562,2.83874670816486
"casual","<5 min","Sunday",4,401,2.75748341637458
"casual","<5 min","Sunday",5,306,2.91825806105059
"casual","<5 min","Sunday",6,484,3.02962389808384
"casual","<5 min","Sunday",7,669,2.97598716978654
"casual","<5 min","Sunday",8,1203,2.96068714323979
"casual","<5 min","Sunday",9,1851,2.90629191431681
"casual","<5 min","Sunday",10,2380,2.86981448180034
"casual","<5 min","Sunday",11,2720,2.66509082715739
"casual","<5 min","Sunday",12,3003,2.59104168053829
"casual","<5 min","Sunday",13,3123,2.57774956235892
"casual","<5 min","Sunday",14,3346,2.51538366704354
"casual","<5 min","Sunday",15,3519,2.50871151835672
"casual","<5 min","Sunday",16,3316,2.56515870017726
"casual","<5 min","Sunday",17,2979,2.66895021822304
"casual","<5 min","Sunday",18,2638,2.7066976560557
"casual","<5 min","Sunday",19,2074,2.78922664739625
"casual","<5 min","Sunday",20,1724,2.80589771845132
"casual","<5 min","Sunday",21,1474,2.70982356399554
"casual","<5 min","Sunday",22,1397,2.84387489862187
"casual","<5 min","Sunday",23,927,2.83000364984724
"casual","5–10 min","Monday",0,975,7.26363051283258
"casual","5–10 min","Monday",1,556,7.26849265591704
"casual","5–10 min","Monday",2,400,7.27851537485917
"casual","5–10 min","Monday",3,262,7.12751832058412
"casual","5–10 min","Monday",4,224,7.15837306550571
"casual","5–10 min","Monday",5,621,7.20354820180822
"casual","5–10 min","Monday",6,1469,7.26315721576112
"casual","5–10 min","Monday",7,2616,7.28240404559051
"casual","5–10 min","Monday",8,3287,7.2251594209862
"casual","5–10 min","Monday",9,2338,7.29557517824399
"casual","5–10 min","Monday",10,2198,7.33365404915911
"casual","5–10 min","Monday",11,2632,7.35191505188094
"casual","5–10 min","Monday",12,3291,7.39574705257274
"casual","5–10 min","Monday",13,3295,7.42495560445265
"casual","5–10 min","Monday",14,3646,7.36608659718673
"casual","5–10 min","Monday",15,4272,7.39889169404011
"casual","5–10 min","Monday",16,5490,7.41184697938675
"casual","5–10 min","Monday",17,6658,7.44919609490596
"casual","5–10 min","Monday",18,5815,7.44991901974105
"casual","5–10 min","Monday",19,4346,7.45079734239006
"casual","5–10 min","Monday",20,3209,7.4832319310735
"casual","5–10 min","Monday",21,2450,7.42024550338667
"casual","5–10 min","Monday",22,1680,7.41616954362818
"casual","5–10 min","Monday",23,1021,7.26820399923882
"casual","5–10 min","Tuesday",0,638,7.27456037102573
"casual","5–10 min","Tuesday",1,344,7.26620411822038
"casual","5–10 min","Tuesday",2,199,7.09969120586737
"casual","5–10 min","Tuesday",3,153,7.1560137253701
"casual","5–10 min","Tuesday",4,183,7.11303132970042
"casual","5–10 min","Tuesday",5,624,7.08472743056014
"casual","5–10 min","Tuesday",6,1718,7.21238423561606
"casual","5–10 min","Tuesday",7,3264,7.29732762973244
"casual","5–10 min","Tuesday",8,4080,7.24797202206905
"casual","5–10 min","Tuesday",9,2340,7.21400829770796
"casual","5–10 min","Tuesday",10,1936,7.25804334531433
"casual","5–10 min","Tuesday",11,2244,7.32068200384267
"casual","5–10 min","Tuesday",12,2837,7.38177130180581
"casual","5–10 min","Tuesday",13,2833,7.26825738909217
"casual","5–10 min","Tuesday",14,3009,7.36372238282311
"casual","5–10 min","Tuesday",15,3767,7.39878134234333
"casual","5–10 min","Tuesday",16,5662,7.41705324089135
"casual","5–10 min","Tuesday",17,6723,7.45929694084935
"casual","5–10 min","Tuesday",18,5810,7.47114230924889
"casual","5–10 min","Tuesday",19,4082,7.49291992079349
"casual","5–10 min","Tuesday",20,2865,7.44164606748728
"casual","5–10 min","Tuesday",21,2548,7.46502071563047
"casual","5–10 min","Tuesday",22,1954,7.38527590415658
"casual","5–10 min","Tuesday",23,1177,7.31992877367974
"casual","5–10 min","Wednesday",0,717,7.25891087849381
"casual","5–10 min","Wednesday",1,350,7.2444638094902
"casual","5–10 min","Wednesday",2,243,7.24252620037691
"casual","5–10 min","Wednesday",3,164,7.06306138225203
"casual","5–10 min","Wednesday",4,198,6.96145942755018
"casual","5–10 min","Wednesday",5,656,7.06045142270443
"casual","5–10 min","Wednesday",6,1679,7.20008215218848
"casual","5–10 min","Wednesday",7,3268,7.2131978937226
"casual","5–10 min","Wednesday",8,4472,7.24024999627914
"casual","5–10 min","Wednesday",9,2563,7.21547226563032
"casual","5–10 min","Wednesday",10,2159,7.31312867840886
"casual","5–10 min","Wednesday",11,2655,7.35348669172306
"casual","5–10 min","Wednesday",12,3327,7.35593266208119
"casual","5–10 min","Wednesday",13,3267,7.36578202738152
"casual","5–10 min","Wednesday",14,3541,7.3879987950369
"casual","5–10 min","Wednesday",15,4329,7.3740681181092
"casual","5–10 min","Wednesday",16,6217,7.44342037961346
"casual","5–10 min","Wednesday",17,7610,7.50274486857551
"casual","5–10 min","Wednesday",18,6548,7.48599009368211
"casual","5–10 min","Wednesday",19,4783,7.48728312773525
"casual","5–10 min","Wednesday",20,3655,7.4798790789118
"casual","5–10 min","Wednesday",21,3087,7.48577805845697
"casual","5–10 min","Wednesday",22,2445,7.39412847980481
"casual","5–10 min","Wednesday",23,1362,7.33413764066225
"casual","5–10 min","Thursday",0,934,7.30242566031528
"casual","5–10 min","Thursday",1,466,7.29955987121073
"casual","5–10 min","Thursday",2,288,7.16215914354004
"casual","5–10 min","Thursday",3,152,7.13546677610853
"casual","5–10 min","Thursday",4,213,6.89036987493855
"casual","5–10 min","Thursday",5,631,7.25037820923599
"casual","5–10 min","Thursday",6,1608,7.17326381629577
"casual","5–10 min","Thursday",7,3062,7.23779049096947
"casual","5–10 min","Thursday",8,4032,7.24073631369937
"casual","5–10 min","Thursday",9,2628,7.23176581046715
"casual","5–10 min","Thursday",10,2013,7.28347537671914
"casual","5–10 min","Thursday",11,2569,7.37767441290833
"casual","5–10 min","Thursday",12,3345,7.37813084700004
"casual","5–10 min","Thursday",13,3203,7.38068034651625
"casual","5–10 min","Thursday",14,3400,7.38704858824552
"casual","5–10 min","Thursday",15,4174,7.41855607329324
"casual","5–10 min","Thursday",16,5939,7.39290302798772
"casual","5–10 min","Thursday",17,7305,7.51373212635041
"casual","5–10 min","Thursday",18,6218,7.51623037150592
"casual","5–10 min","Thursday",19,4743,7.49990163754995
"casual","5–10 min","Thursday",20,3523,7.54592030936039
"casual","5–10 min","Thursday",21,3077,7.51885224792684
"casual","5–10 min","Thursday",22,2707,7.40581909247094
"casual","5–10 min","Thursday",23,1766,7.40949676286369
"casual","5–10 min","Friday",0,1293,7.32683315290007
"casual","5–10 min","Friday",1,726,7.34953868220551
"casual","5–10 min","Friday",2,466,7.34387696714531
"casual","5–10 min","Friday",3,242,7.31712596414831
"casual","5–10 min","Friday",4,252,7.1242844575612
"casual","5–10 min","Friday",5,544,7.12568072914785
"casual","5–10 min","Friday",6,1491,7.24706183767894
"casual","5–10 min","Friday",7,2395,7.23252610301009
"casual","5–10 min","Friday",8,3123,7.28356094564441
"casual","5–10 min","Friday",9,2523,7.28785644077943
"casual","5–10 min","Friday",10,2464,7.34833090499656
"casual","5–10 min","Friday",11,3280,7.38298732217977
"casual","5–10 min","Friday",12,4282,7.43049133588513
"casual","5–10 min","Friday",13,4499,7.45483269248882
"casual","5–10 min","Friday",14,4519,7.4679221988674
"casual","5–10 min","Friday",15,5363,7.45512404438277
"casual","5–10 min","Friday",16,6361,7.48082945817348
"casual","5–10 min","Friday",17,7043,7.5011502484709
"casual","5–10 min","Friday",18,6376,7.51901712669445
"casual","5–10 min","Friday",19,4985,7.46197726512186
"casual","5–10 min","Friday",20,3702,7.48163526471769
"casual","5–10 min","Friday",21,3076,7.41024932271999
"casual","5–10 min","Friday",22,2985,7.50015977669534
"casual","5–10 min","Friday",23,2741,7.4106024564813
"casual","5–10 min","Saturday",0,2524,7.34874028647884
"casual","5–10 min","Saturday",1,1890,7.3627318165542
"casual","5–10 min","Saturday",2,1173,7.4312910059224
"casual","5–10 min","Saturday",3,594,7.2483441076763
"casual","5–10 min","Saturday",4,368,7.08188365038106
"casual","5–10 min","Saturday",5,379,7.42589687789441
"casual","5–10 min","Saturday",6,731,7.29190038764417
"casual","5–10 min","Saturday",7,1306,7.38946456099847
"casual","5–10 min","Saturday",8,2498,7.37949564323159
"casual","5–10 min","Saturday",9,3689,7.42732722052953
"casual","5–10 min","Saturday",10,4812,7.49906198393113
"casual","5–10 min","Saturday",11,5376,7.52680483324276
"casual","5–10 min","Saturday",12,5962,7.59043226546787
"casual","5–10 min","Saturday",13,6028,7.5418606281742
"casual","5–10 min","Saturday",14,6394,7.56226235539445
"casual","5–10 min","Saturday",15,6413,7.55212268830337
"casual","5–10 min","Saturday",16,6396,7.60533537366737
"casual","5–10 min","Saturday",17,6002,7.54103457181636
"casual","5–10 min","Saturday",18,5429,7.55592256708538
"casual","5–10 min","Saturday",19,4506,7.4911861222045
"casual","5–10 min","Saturday",20,3549,7.46121654457874
"casual","5–10 min","Saturday",21,3250,7.43774148203899
"casual","5–10 min","Saturday",22,3490,7.52357104109033
"casual","5–10 min","Saturday",23,2808,7.40264490739374
"casual","5–10 min","Sunday",0,2759,7.37570600455922
"casual","5–10 min","Sunday",1,1896,7.36539520915131
"casual","5–10 min","Sunday",2,1189,7.38410008409827
"casual","5–10 min","Sunday",3,653,7.29386926996519
"casual","5–10 min","Sunday",4,508,7.1705743109382
"casual","5–10 min","Sunday",5,386,7.28819050079594
"casual","5–10 min","Sunday",6,682,7.33296292776703
"casual","5–10 min","Sunday",7,956,7.37499644343989
"casual","5–10 min","Sunday",8,1637,7.34459742417138
"casual","5–10 min","Sunday",9,2811,7.39622806236864
"casual","5–10 min","Sunday",10,4005,7.46766090720681
"casual","5–10 min","Sunday",11,4876,7.5105546212299
"casual","5–10 min","Sunday",12,5193,7.5245661660278
"casual","5–10 min","Sunday",13,5280,7.5531157544609
"casual","5–10 min","Sunday",14,5429,7.5389340854748
"casual","5–10 min","Sunday",15,5692,7.56735988226714
"casual","5–10 min","Sunday",16,5558,7.55481888569129
"casual","5–10 min","Sunday",17,4943,7.55364414658499
"casual","5–10 min","Sunday",18,4516,7.50694535721939
"casual","5–10 min","Sunday",19,3681,7.48214921216909
"casual","5–10 min","Sunday",20,2881,7.4524139303942
